team,id,o,os,d,ds,h,hs
Akhisarspor,2,0.20737903383019315,0.4945014912728968,0.2709533907929732,0.5863679463487644,0.2915856400349289,0.06715650519505036
Alanyaspor,3,0.29546779583186106,0.21056064276966147,-0.2237439285216303,0.20874187606199926,0.2915856400349289,0.06715650519505036
Antalyaspor,4,-0.05940957196866551,0.22591596889780818,-0.20942628780633613,0.20749135921681472,0.2915856400349289,0.06715650519505036
Beşiktaş,5,0.45391984635285704,0.20289947320718812,0.43767237593509095,0.2429804246779301,0.2915856400349289,0.06715650519505036
Bursaspor,6,-0.008111819244805302,0.2225768361445415,-0.009748705901143592,0.21853486941012276,0.2915856400349289,0.06715650519505036
Fenerbahçe,7,0.5642390704693808,0.19825431313238961,0.23594291405729054,0.22912841299099063,0.2915856400349289,0.06715650519505036
Galatasaray,8,0.5331524202256898,0.20128080335722665,0.3024460693135921,0.23575252565490756,0.2915856400349289,0.06715650519505036
Ankaragücü,9,-0.25,0.2295483325044471,-0.25,0.21090462844569396,0.2915856400349289,0.06715650519505036
Göztepe,10,0.10098627454567308,0.2187646302840716,-0.04304075602578231,0.21794251117896138,0.2915856400349289,0.06715650519505036
İstanbul Başakşehir,11,0.29988626976829297,0.2080219174973753,0.3144212701419227,0.23447010491467243,0.2915856400349289,0.06715650519505036
BB Erzurumspor,12,-0.25,0.27415149264201755,-0.25,0.19941878758738202,0.2915856400349289,0.06715650519505036
Kasımpaşa,14,0.2925616884768824,0.2089347856439529,-0.213240946715102,0.20909081655527834,0.2915856400349289,0.06715650519505036
Kayserispor,15,0.03768867052650307,0.22052422062569602,-0.13677343075714718,0.21072870395304408,0.2915856400349289,0.06715650519505036
Konyaspor,16,-0.12797174017654897,0.22764772824779553,0.12901195943649268,0.22129199270903793,0.2915856400349289,0.06715650519505036
Rizespor,17,-0.25,0.21306387985367084,-0.25,0.20912887463560348,0.2915856400349289,0.06715650519505036
Sivasspor,18,0.06945981007443197,0.2204361754815634,-0.1021032315239588,0.21201469481672036,0.2915856400349289,0.06715650519505036
Trabzonspor,1,0.3518817159264913,0.20693694693154815,-0.06310660099619941,0.21539365265759158,0.2915856400349289,0.06715650519505036
Yeni Malatyaspor,13,-0.12388377866778132,0.22762109499906794,0.061373340988500474,0.21929957079127466,0.2915856400349289,0.06715650519505036
