team,id,o,os,d,ds,h,hs
Aberdeen,1,0.15644865287487744,0.2547370934120694,0.2587276938327903,0.2718450022710469,0.1628923137992876,0.08264316225448935
Celtic,2,0.42002778291426035,0.24674679664120058,0.5900444404010613,0.2897074932112464,0.1628923137992876,0.08264316225448935
Dundee,3,-0.23416013315144538,0.2701788342391702,-0.24610186673744608,0.25297623780370054,0.1628923137992876,0.08264316225448935
Hamilton Academical,4,0.07204837069558692,0.259310388314982,-0.4355622639507149,0.24710843441353791,0.1628923137992876,0.08264316225448935
Hearts,5,-0.16216730622535408,0.2681706960498758,0.25522514115805506,0.2704046558883587,0.1628923137992876,0.08264316225448935
Hibernian,6,0.32488723324727914,0.2505545497664795,-0.009401587017536923,0.2606683887188021,0.1628923137992876,0.08264316225448935
Kilmarnock,7,0.08902315918204651,0.25701826153860063,3.8931513403079845e-4,0.25984657814350226,0.1628923137992876,0.08264316225448935
Motherwell,8,-0.09064725723851462,0.26065113084905694,-0.09443859918027057,0.25695932035350716,0.1628923137992876,0.08264316225448935
Partick Thistle,9,-0.38507522251990584,0.27609583323661857,-0.2848310566693607,0.2503136918624288,0.1628923137992876,0.08264316225448935
Rangers,10,0.5450347038091561,0.24446695209600114,-0.12471279812698464,0.2568403592580468,0.1628923137992876,0.08264316225448935
Ross County,11,-0.17001747973881837,0.2661008429454079,-0.2744531457864431,0.2516798811946273,0.1628923137992876,0.08264316225448935
St. Johnstone,12,-0.10796262511753763,0.2635242361994429,-0.1630091067730591,0.25368887954563096,0.1628923137992876,0.08264316225448935
