team,id,o,os,d,ds,h,hs
Admira,1,0.2847242039363671,0.26060338084472356,-0.3692377332164541,0.25766770405668227,0.21001399980818644,0.08804902037514341
Austria Wien,2,0.11380463538530654,0.26475254708145135,-0.16773415218002466,0.263178549734909,0.21001399980818644,0.08804902037514341
LASK Linz,3,0.04532500980070676,0.26650377451389035,0.1295448349967657,0.27009973915958563,0.21001399980818644,0.08804902037514341
Mattersburg,4,0.0965024939081532,0.2667608071948155,-0.18352534543257096,0.2619163958800871,0.21001399980818644,0.08804902037514341
Rapid Wien,5,0.3789669900653173,0.25579621772994604,0.04358941381637929,0.26992793873533205,0.21001399980818644,0.08804902037514341
Rheindorf Altach,6,-0.26954506644632353,0.2801526980872576,-0.05921887919132121,0.26495118361079084,0.21001399980818644,0.08804902037514341
Salzburg,7,0.5259746948153874,0.2523529954789259,0.40661479611172724,0.28655071535949617,0.21001399980818644,0.08804902037514341
St. Pölten,8,-0.43523125519455597,0.2868487916016368,-0.4594300286328741,0.2516883601815052,0.21001399980818644,0.08804902037514341
Sturm Graz,9,0.382901979235108,0.25709675800564474,-0.0023061868530364154,0.26859041940497475,0.21001399980818644,0.08804902037514341
Wolfsberger AC,10,-0.37544571803985105,0.28174596634818033,-0.16195983233994007,0.26103173819853587,0.21001399980818644,0.08804902037514341
