team,id,o,os,d,ds,h,hs
AEK Athens,1,0.2907968865861833,0.22866641974071591,0.9855917828331783,0.32274198915854846,0.38950260345691007,0.08815652893996803
Apollon Smirnis,2,-0.4252205552368504,0.26978068607970856,0.046141035294850107,0.24755482309879404,0.38950260345691007,0.08815652893996803
Asteras Tripolis,3,0.08825249680287822,0.2374406155819675,0.3802836116798342,0.266184196043898,0.38950260345691007,0.08815652893996803
Atromitos,4,0.1789578159381015,0.23235091168282776,0.5012337389485821,0.27595036338577056,0.38950260345691007,0.08815652893996803
OFI,5,-0.5409154872346779,0.2816880642650884,-0.3631159291301474,0.2277853946930339,0.38950260345691007,0.08815652893996803
Lamia,6,-0.5450933322111822,0.27780301462561774,0.07732946328917757,0.24507702169778228,0.38950260345691007,0.08815652893996803
Larissa,7,-0.43917448555611405,0.2700745204977636,-0.11246353952249563,0.23840675742156894,0.38950260345691007,0.08815652893996803
Levadiakos,8,-0.45787688249251196,0.2738438605300556,0.08397839704669396,0.24634912856067984,0.38950260345691007,0.08815652893996803
Olympiakos Piraeus,9,0.5428639542353619,0.2203198430282909,0.1134073502556572,0.2577289778923767,0.38950260345691007,0.08815652893996803
Panaitolikos,10,-0.10747804342303104,0.24910034530877256,-0.1046716100471491,0.2357013743386657,0.38950260345691007,0.08815652893996803
Panathinaikos,11,-0.15090762926088075,0.2580985954474338,0.1659197204924644,0.2530886556718319,0.38950260345691007,0.08815652893996803
Panionios,12,-0.09512547212597737,0.24659175905790828,0.14547520814780407,0.25002201343802377,0.38950260345691007,0.08815652893996803
PAOK,13,0.5193942126367226,0.22132736266296424,0.8631579763660114,0.3192163993889915,0.38950260345691007,0.08815652893996803
PAS Giannina,14,-0.11964923720902286,0.2510823922222127,0.056461033061685116,0.24511777124155065,0.38950260345691007,0.08815652893996803
Aris,15,-0.7920761756918805,0.3059009928899922,-0.5630253201231958,0.21875046926493916,0.38950260345691007,0.08815652893996803
Xanthi,16,-0.1276566646126327,0.25009719658257934,0.17907108931437707,0.2542745890612933,0.38950260345691007,0.08815652893996803
