team,id,o,os,d,ds,h,hs
Bath City,1,0.17084894921621788,0.19044589588077995,0.11000616616465293,0.2057336400226593,0.17478098062224318,0.05546972250202403
Slough Town,2,-0.29,0.20786765490247092,-0.29,0.18433343631719643,0.17478098062224318,0.05546972250202403
Torquay United,3,0.125,0.1848672089028531,0.125,0.19581362352558876,0.17478098062224318,0.05546972250202403
Chelmsford City,4,0.21105273701356247,0.1881899440463899,0.15927968388327124,0.20680531266503457,0.17478098062224318,0.05546972250202403
Chippenham Town,5,0.17113938482595306,0.1883024290294015,-0.26143262622551966,0.18684642382439168,0.17478098062224318,0.05546972250202403
Concord Rangers,6,-0.12724475199785157,0.20500941082135535,-0.06487859745232878,0.19610430532032275,0.17478098062224318,0.05546972250202403
Dartford,7,0.3628477914809294,0.1838584285727769,0.12789868652828207,0.2067282582045856,0.17478098062224318,0.05546972250202403
Eastbourne Borough,8,0.05299822126197807,0.19723494471403558,-0.39889545579365204,0.1825326143702895,0.17478098062224318,0.05546972250202403
East Thurrock United,9,0.20644915789990959,0.19100040326322626,-0.44602104007757415,0.1811391282799295,0.17478098062224318,0.05546972250202403
Gloucester City,10,0.018643697057274526,0.19584134960886745,-0.278628757544334,0.1872948205846271,0.17478098062224318,0.05546972250202403
Hampton & Richmond,11,0.05122328339667402,0.1965908677529789,0.3654268366222132,0.21586806975282577,0.17478098062224318,0.05546972250202403
Woking,12,0.42,0.1882092849659005,0.42,0.23338689637842028,0.17478098062224318,0.05546972250202403
Hemel Hempstead Town,13,0.25073434370602066,0.18707575990045905,0.015468360490613554,0.1996512929390189,0.17478098062224318,0.05546972250202403
Hungerford Town,14,-0.14189398036213144,0.20442153699159035,-0.23782272446631633,0.18699474813004116,0.17478098062224318,0.05546972250202403
Oxford City,15,0.07014622714489831,0.19587517411171487,-0.27253758824302105,0.18736384251633836,0.17478098062224318,0.05546972250202403
Billericay Town,16,-0.23,0.20385423628415897,-0.23,0.1849672514582103,0.17478098062224318,0.05546972250202403
St Albans City,17,0.26602773968950966,0.18643580863859152,-0.0932198164828272,0.1938455976019148,0.17478098062224318,0.05546972250202403
Truro City,18,0.24599030859534307,0.18724009502879108,-0.04976215695548955,0.19814940440779522,0.17478098062224318,0.05546972250202403
Wealdstone,19,0.16606126606337696,0.19038402699512197,-0.156016852172013,0.1928357324617508,0.17478098062224318,0.05546972250202403
Welling United,20,0.22243676701813792,0.1873238379785072,-0.10698569962507203,0.193633249685431,0.17478098062224318,0.05546972250202403
Weston-super-Mare,21,0.20358942248230671,0.18926384333840313,-0.31945331236469016,0.18455229185393093,0.17478098062224318,0.05546972250202403
Dulwich Hamlet,22,-0.27,0.19932447498962655,-0.27,0.1798826902148384,0.17478098062224318,0.05546972250202403
