id,o,os,d,ds,h,hs,sw_id,name
1,-0.0011739232540212542,0.27497640487988945,0.061003925846698046,0.28036361609814603,0.07083237375544994,0.09761616426532044,143,Adelaide United
2,0.39314465471207727,0.25818614070969326,0.33855858558406293,0.2977042348376482,0.07083237375544994,0.09761616426532044,152,Perth Glory
3,0.14495365898803197,0.2660718077396883,0.14573958358368125,0.285297085027892,0.07083237375544994,0.09761616426532044,4295,Sydney
4,-0.07895963524133374,0.28338969446828777,-0.7087645136499616,0.2510002983734326,0.07083237375544994,0.09761616426532044,4317,Central Coast Mariners
5,0.30235280965938344,0.26174187627150114,0.02814149188904583,0.2788176323155424,0.07083237375544994,0.09761616426532044,4318,Melbourne Victory
6,0.08776678060339752,0.2705312757347131,-0.06119269278694548,0.27393392090682195,0.07083237375544994,0.09761616426532044,4320,Newcastle Jets
7,0.1309491127709931,0.2736263728244675,-0.7430481531704316,0.2515500416182264,0.07083237375544994,0.09761616426532044,4321,Brisbane Roar
8,0.24517751485392106,0.26390724615801475,-0.25372622893606295,0.26935489403177343,0.07083237375544994,0.09761616426532044,8542,Wellington Phoenix
9,0.05393602504727592,0.27197726997702787,0.05587348738487033,0.2797196937191876,0.07083237375544994,0.09761616426532044,15320,Melbourne City
10,0.18404619240057943,0.26911301620000333,-0.47511453224641503,0.2588481306215642,0.07083237375544994,0.09761616426532044,21585,Western Sydney Wanderers
