team,id,o,os,d,ds,h,hs
Dynamo Kyiv,4,0.5142711110854334,0.2534773831746507,0.6609748484233957,0.3434113849352376,-0.17676962153513834,0.11344165994790825
Lviv,6,-0.1924425877040258,0.29761910520776275,0.16288666138477786,0.2938379340048598,-0.17676962153513834,0.11344165994790825
Mariupol',1,0.03341652002445855,0.28210361130908684,-0.31180907422515075,0.2649614939280297,-0.17676962153513834,0.11344165994790825
Oleksandria,2,0.1761621347961366,0.27100120021410656,0.2917502353970019,0.3053506442886059,-0.17676962153513834,0.11344165994790825
Shakhtar Donetsk,3,0.7725485490357552,0.24352020718554107,0.7943496516665439,0.363355999037454,-0.17676962153513834,0.11344165994790825
Zorya,5,0.18747847107492216,0.27236430724284305,0.13597257528097537,0.2939087571972046,-0.17676962153513834,0.11344165994790825
