team,id,o,os,d,ds,h,hs
Athletic Club,1,-0.12312645724205723,0.22177851957281064,0.048121807591231386,0.21599964669206284,0.2475407529693447,0.06469786207533282
Atlético Madrid,2,0.15284374801606812,0.2091538862443018,0.4645715126494151,0.2417336709666788,0.2475407529693447,0.06469786207533282
Barcelona,3,0.651417812354113,0.19106120116779715,0.21645177683667804,0.22846266858206918,0.2475407529693447,0.06469786207533282
Celta de Vigo,4,0.12593858500961191,0.2115397754132616,-0.24954863454849455,0.20324833085114102,0.2475407529693447,0.06469786207533282
Deportivo Alavés,5,-0.17011617446470625,0.22384689703828134,-0.05499132361189134,0.21143649510398047,0.2475407529693447,0.06469786207533282
Eibar,6,-0.004499787837349084,0.21583056403316753,-0.061904765671482766,0.21283064020853285,0.2475407529693447,0.06469786207533282
Espanyol,7,0.03557842623434578,0.21463292057699648,-0.06275767530120731,0.2123800950522079,0.2475407529693447,0.06469786207533282
Getafe,8,0.02068163027507749,0.21515943252882963,0.28704946775294066,0.2275475015250194,0.2475407529693447,0.06469786207533282
Girona,9,-0.2161962197044442,0.2260227204617137,-0.11022183321270779,0.20971425855160533,0.2475407529693447,0.06469786207533282
Huesca,10,-0.054498124851399085,0.2184974570705439,-0.32013964510920834,0.20155794398746235,0.2475407529693447,0.06469786207533282
Leganés,11,-0.22710140302143345,0.22589479088948122,0.09509485433700049,0.21819939933313692,0.2475407529693447,0.06469786207533282
Levante,12,0.25967673846620076,0.2051553037016175,-0.3529980681878859,0.20152066020328013,0.2475407529693447,0.06469786207533282
Rayo Vallecano,13,-0.09637574839513638,0.21968460833961356,-0.3918778362289751,0.19994551136478098,0.2475407529693447,0.06469786207533282
Real Betis,14,-0.04760885102011935,0.21758116733472518,-0.09976396601731997,0.20968805423789777,0.2475407529693447,0.06469786207533282
Real Madrid,15,0.30364780137772046,0.2035195952023041,0.0014558488000998289,0.2166846961494287,0.2475407529693447,0.06469786207533282
Real Sociedad,16,-0.031594021821375246,0.2177648040631955,0.022595972925812818,0.21654283610066907,0.2475407529693447,0.06469786207533282
Real Valladolid,17,-0.42426420929790876,0.23750185039888644,-0.04573469199681697,0.2137849796658471,0.2475407529693447,0.06469786207533282
Sevilla,18,0.2897947010267481,0.2034578922669111,-0.017776770463177362,0.21314097505345095,0.2475407529693447,0.06469786207533282
Valencia,19,0.08272366376975326,0.2101401154455667,0.2848739365243121,0.2284960591941733,0.2475407529693447,0.06469786207533282
Villarreal,20,0.059370348908354825,0.2140730972336816,-0.10203153761618104,0.21052414642976333,0.2475407529693447,0.06469786207533282
