team,id,o,os,d,ds,h,hs
Aberdeen,1,0.21713144502807114,0.24614068456872523,0.07671561477367918,0.2582640940120412,0.3507464766346412,0.08961334838927036
Celtic,2,0.49479769580670735,0.23724161016522735,0.7776378078868574,0.30374408843035994,0.3507464766346412,0.08961334838927036
Dundee,3,-0.4737921621909935,0.2823712092319068,-0.4527242794513555,0.23838584392654988,0.3507464766346412,0.08961334838927036
Hamilton Academical,4,-0.6061231659586213,0.28760814730834244,-0.4682822334759547,0.2380493658490604,0.3507464766346412,0.08961334838927036
Hearts,5,-0.07868979319346694,0.2590055780995737,-9.741031181788754e-5,0.25652289959419355,0.3507464766346412,0.08961334838927036
Hibernian,6,0.1655185489443846,0.24779056876314537,0.16834418327800485,0.26441754643968407,0.3507464766346412,0.08961334838927036
Kilmarnock,7,0.040951839151970974,0.25108369505513306,0.4111715478868368,0.27627564965884355,0.3507464766346412,0.08961334838927036
Livingston,8,-0.21339973537600937,0.2630355040520185,0.22675398814852893,0.2649463371328715,0.3507464766346412,0.08961334838927036
Motherwell,9,-0.09226164762828135,0.25985928859743873,-0.09847694573674433,0.2510477169532855,0.3507464766346412,0.08961334838927036
Rangers,10,0.5374016425663705,0.23565085168007743,0.4684211773516136,0.2841320487045286,0.3507464766346412,0.08961334838927036
St. Johnstone,11,-0.2413249313428999,0.26540624674929814,-0.04824940444444562,0.2514665727459714,0.3507464766346412,0.08961334838927036
St. Mirren,12,-0.48772993968876766,0.2825802499323759,-0.3666927874409695,0.2397333676380872,0.3507464766346412,0.08961334838927036
