team,id,o,os,d,ds,h,hs
Brisbane Broncos,1,1.2481383635217267,0.18742973308651398,-1.2133737632962962,0.18748808541194442,0.12870336120200307,0.03132211370241199
Canberra Raiders,2,1.2565333547394206,0.18724711987245224,-1.2529545461266995,0.1876281305686646,0.12870336120200307,0.03132211370241199
Canterbury Bulldogs,3,0.993673327801936,0.19056422220916083,-1.0902031385536082,0.18876599820095596,0.12870336120200307,0.03132211370241199
Cronulla Sharks,4,1.1350688129631645,0.18700154576969072,-1.0130307243619816,0.18792557105571914,0.12870336120200307,0.03132211370241199
Gold Coast Titans,5,1.0795300220077044,0.18873114093875057,-1.3042823333074671,0.18692284007905077,0.12870336120200307,0.03132211370241199
Manly Sea Eagles,6,1.1405830854491839,0.1879896343561358,-1.3865167305829806,0.18609872203382227,0.12870336120200307,0.03132211370241199
Melbourne Storm,7,1.1760061635771102,0.1867062114681634,-0.8728991271215273,0.19005440903328105,0.12870336120200307,0.03132211370241199
Newcastle Knights,8,0.9668362735591852,0.19077377686766167,-1.358697268346154,0.18679289764181534,0.12870336120200307,0.03132211370241199
New Zealand Warriors,9,1.0735933492641954,0.18853664037059895,-1.0404187660816169,0.1890724004298343,0.12870336120200307,0.03132211370241199
North Queensland Cowboys,10,1.0296492915354274,0.18949187822707186,-1.1932404489702857,0.18833940725264697,0.12870336120200307,0.03132211370241199
Parramatta Eels,11,0.8378302679360838,0.19207206491556694,-1.249536460952243,0.18793915271216297,0.12870336120200307,0.03132211370241199
Penrith Panthers,12,1.158387140035609,0.18714102792908105,-1.0882768698111813,0.1887280257533159,0.12870336120200307,0.03132211370241199
South Sydney Rabbitohs,13,1.2704119118932247,0.1860772869500902,-1.0273570480496743,0.18910788390211108,0.12870336120200307,0.03132211370241199
St. George Illawarra Dragons,14,1.2255622285380188,0.1869145472935538,-1.0903914099104115,0.1887304105195691,0.12870336120200307,0.03132211370241199
Sydney Roosters,15,1.176500903983511,0.18662658232972165,-0.7801490366667372,0.19155723862976118,0.12870336120200307,0.03132211370241199
Wests Tigers,16,0.8485531475620223,0.19244463614088,-1.0642732170321791,0.18961844815211487,0.12870336120200307,0.03132211370241199
