team,id,o,os,d,ds,h,hs
Baník Ostrava,1,0.014878646908397289,0.24563442319017087,-0.1879110291743877,0.23796745146630105,0.28339580862658303,0.08354036748663378
Bohemians 1905,2,-0.19045603458575033,0.2552947334194042,0.21307165260155375,0.257529899572959,0.28339580862658303,0.08354036748663378
Dukla Praha,3,-0.07879605518993314,0.25120238840920056,-0.4279436636550287,0.22753341511945877,0.28339580862658303,0.08354036748663378
Jablonec,4,0.2924700483856963,0.23268410746713072,0.24814142255475358,0.2594283415696814,0.28339580862658303,0.08354036748663378
Karviná,5,-0.10873683447839562,0.2513053193309653,-0.10913486707172057,0.23847992331749293,0.28339580862658303,0.08354036748663378
Mladá Boleslav,6,-0.13366780550203242,0.2525952084738732,-0.17957697934976746,0.2373178429432235,0.28339580862658303,0.08354036748663378
Sigma Olomouc,7,0.10696650000562068,0.24058255443080306,0.4600374073856071,0.27252763049103024,0.28339580862658303,0.08354036748663378
Slavia Praha,8,0.2985312980611354,0.2301648500957896,0.5823030137679082,0.2850711684181612,0.28339580862658303,0.08354036748663378
Slovácko,9,-0.44145010299744303,0.27144245345982243,0.1263512118157506,0.2508938338370492,0.28339580862658303,0.08354036748663378
Slovan Liberec,10,0.025554547246652487,0.24269241690033858,0.014674153728332816,0.24582795290320703,0.28339580862658303,0.08354036748663378
Sparta Praha,11,0.15847462726503905,0.235470486945135,0.33403460333420204,0.26605801395385736,0.28339580862658303,0.08354036748663378
Teplice,12,-0.10904648878001216,0.25066726654816096,-0.10848767308592408,0.24055472159254415,0.28339580862658303,0.08354036748663378
Viktoria Plzeň,13,0.40133799767003253,0.22675241687396422,0.39537016503592654,0.2706002872692139,0.28339580862658303,0.08354036748663378
Vysočina Jihlava,14,-0.15889756283846812,0.25657085045133293,-0.28669987057488383,0.23303957018727345,0.28339580862658303,0.08354036748663378
Zbrojovka Brno,15,-0.5572311644190404,0.28275238941562525,-0.16061198837408389,0.23811266661763172,0.28339580862658303,0.08354036748663378
Zlín,16,-0.12454907983941274,0.252520531999482,-0.2884287862104706,0.23134682797866585,0.28339580862658303,0.08354036748663378
