team,id,o,os,d,ds,h,hs
Cracovia Kraków,2,0.02621950584217218,0.2320627941133563,0.08696755549244983,0.23822241391717283,0.15999427553138199,0.07723304693869341
Jagiellonia Białystok,4,0.179741158434825,0.22641391194686192,-0.1069549804663269,0.2308877692333246,0.15999427553138199,0.07723304693869341
Lechia Gdańsk,6,0.15416147321036636,0.22771461054910097,0.37854350088446986,0.2559006320299382,0.15999427553138199,0.07723304693869341
Lech Poznań,1,0.08391748035425883,0.23034905834597194,-0.07460450474069527,0.23151009314320278,0.15999427553138199,0.07723304693869341
Legia Warszawa,8,0.22730777129627325,0.22486692180538934,0.16486584399494783,0.24457110003097438,0.15999427553138199,0.07723304693869341
Piast Gliwice,3,0.2071620662453775,0.22359353862635928,0.16715926901725708,0.24483185876769445,0.15999427553138199,0.07723304693869341
Pogoń Szczecin,5,0.15889188490291914,0.2286886096492713,-0.12778873452679113,0.2292533461460979,0.15999427553138199,0.07723304693869341
Zagłębie Lubin,7,0.2385325807916168,0.22442856746650974,-0.033342677460184905,0.23392825582230412,0.15999427553138199,0.07723304693869341
