team,id,o,os,d,ds,h,hs
Basel,1,0.4163937408365729,0.25223811700697535,0.21867215550472377,0.27344975259304927,0.13530585778521073,0.08609977778860459
Grasshopper,2,-0.0704529701569592,0.2705843011416993,-0.09118091176741862,0.26184553364237645,0.13530585778521073,0.08609977778860459
Neuchâtel Xamax,3,-0.16,0.2657911278671364,-0.16,0.2524175860926641,0.13530585778521073,0.08609977778860459
Lugano,4,-0.18582944077186442,0.27100352199878963,-0.1372156938743383,0.25956216453655645,0.13530585778521073,0.08609977778860459
Luzern,5,0.09975541237921039,0.2599417523325695,-0.08753014497697378,0.2611464456965001,0.13530585778521073,0.08609977778860459
Sion,6,0.1491872392261976,0.25980043255185165,-0.1864943418381366,0.2581737096388692,0.13530585778521073,0.08609977778860459
St. Gallen,7,0.16231520489537177,0.2618557779515356,-0.4373165921798334,0.25097246007264734,0.13530585778521073,0.08609977778860459
Thun,8,0.15394881063377014,0.26040365203741445,-0.3791759968500581,0.2520962433082108,0.13530585778521073,0.08609977778860459
Young Boys,9,0.5837269288006501,0.24801423739713646,0.06315965297709542,0.26800344306650753,0.13530585778521073,0.08609977778860459
Zürich,10,0.06573316915942304,0.262347699035397,0.06191017306325583,0.26492927254303633,0.13530585778521073,0.08609977778860459
