team,id,o,os,d,ds,h,hs
Anderlecht,1,0.21865117579092372,0.22267771552478924,-0.10067061792435669,0.22323964969535615,0.20021977480177974,0.07220604543919264
Antwerp,2,-0.02265312911124109,0.24158184407612937,-0.04938077023874904,0.2396640628040339,0.20021977480177974,0.07220604543919264
AS Eupen,3,0.054286774635368254,0.23984020703496461,-0.4057719698502148,0.22401604417425322,0.20021977480177974,0.07220604543919264
Club Brugge,4,0.532733982470877,0.2111894313131641,0.09148525608997381,0.23418738247084514,0.20021977480177974,0.07220604543919264
Genk,5,0.11927155227042567,0.2254971155386786,0.058388969894817906,0.22912076822332264,0.20021977480177974,0.07220604543919264
Gent,6,0.04147028811779654,0.2281863866195158,0.39564984835878575,0.24730087307003631,0.20021977480177974,0.07220604543919264
Kortrijk,7,0.07396804230525468,0.2354322525290215,-0.03142198914044409,0.24240757986313125,0.20021977480177974,0.07220604543919264
KV Oostende,8,0.07661922839276918,0.23770322335547953,-0.07980795721737363,0.23993726229231005,0.20021977480177974,0.07220604543919264
Lokeren,9,-0.14813738741359445,0.2487857939370807,-0.24395632000612597,0.22937962015146057,0.20021977480177974,0.07220604543919264
Mechelen,10,-0.21032257677154353,0.2516957428924007,-0.2207474215075137,0.2326815687593259,0.20021977480177974,0.07220604543919264
Royal Excel Mouscron,11,0.05572959964261328,0.23874046687249004,-0.44162141472905514,0.22209075155238647,0.20021977480177974,0.07220604543919264
Sint-Truiden,12,-0.28762242006993344,0.25258254764443683,-0.061338346491865356,0.2379254194632835,0.20021977480177974,0.07220604543919264
Sporting Charleroi,13,0.10790981829295815,0.22600472419694526,7.665769824845941e-5,0.22762459400031307,0.20021977480177974,0.07220604543919264
Standard Liège,14,0.23931845558382633,0.22068693275502713,0.025684006038043158,0.22904904131604262,0.20021977480177974,0.07220604543919264
Waasland-Beveren,15,0.2662925663134942,0.22976172449674767,-0.3084146666682519,0.22977402177530237,0.20021977480177974,0.07220604543919264
Zulte-Waregem,16,0.207396404854982,0.23289975605731247,-0.32473525565114225,0.22835687040149086,0.20021977480177974,0.07220604543919264
