team,id,o,os,d,ds,h,hs
Adelaide United,1,0,3,0,3,0,3
Brisbane Roar,2,0,3,0,3,0,3
Central Coast Mariners,3,0,3,0,3,0,3
Melbourne City,4,0,3,0,3,0,3
Melbourne Victory,5,0,3,0,3,0,3
Newcastle Jets,6,0,3,0,3,0,3
Perth Glory,7,0,3,0,3,0,3
Sydney,8,0,3,0,3,0,3
Wellington Phoenix,9,0,3,0,3,0,3
Western Sydney Wanderers,10,0,3,0,3,0,3
