id,o,os,d,ds,h,hs,sw_id,name
1,0.3244130414231443,0.22320270137238854,0.8207862207394666,0.294202498815456,0.3386081101200452,0.07820041600756314,2146,Malmö FF
2,0.6521909653142733,0.2135528043659409,-0.04329138938213372,0.23915969601741163,0.3386081101200452,0.07820041600756314,2147,Hammarby
3,-0.5459821032245756,0.27172590655015844,-0.170483851786767,0.22900937960564244,0.3386081101200452,0.07820041600756314,2148,Kalmar
4,0.15075424829116185,0.23058095029139228,0.2038357635950027,0.2485460533883738,0.3386081101200452,0.07820041600756314,2149,IFK Göteborg
5,0.2756019756695765,0.22288191601573495,0.6638212479687009,0.28376206676566496,0.3386081101200452,0.07820041600756314,2150,Djurgården
6,0.16102004026390176,0.2289306915634002,0.4497586908527727,0.26448021338004624,0.3386081101200452,0.07820041600756314,2153,AIK
7,-0.2766929384898059,0.2529411442235579,-0.22379144311750268,0.22626791517752426,0.3386081101200452,0.07820041600756314,2155,Helsingborg
8,0.052986518239265895,0.24057456023675214,-0.37500008084981007,0.22234114388784798,0.3386081101200452,0.07820041600756314,2156,Örebro
9,-0.2079142046170826,0.2495833238543106,-0.2473654805401947,0.22693826123003732,0.3386081101200452,0.07820041600756314,2157,GIF Sundsvall
10,0.12868808770650764,0.233866685327019,-0.16219051317402342,0.23104041928240635,0.3386081101200452,0.07820041600756314,2158,Elfsborg
11,0.30345391351371526,0.2245375460961445,0.3620286104933878,0.25871084424350327,0.3386081101200452,0.07820041600756314,2163,Norrköping
12,-0.39844420116110496,0.26191891197132894,-0.4518120915749781,0.21857279401647153,0.3386081101200452,0.07820041600756314,2171,Falkenberg
13,0.10504420326311358,0.23364814130842515,0.2718825161445933,0.25159675067463383,0.3386081101200452,0.07820041600756314,2398,Häcken
14,-0.11637879828947484,0.2433466780226275,-0.2703062737148681,0.2249704007241373,0.3386081101200452,0.07820041600756314,2478,Sirius
15,-0.4921681959150564,0.2681715851291143,-0.3288931178438434,0.22326837267294058,0.3386081101200452,0.07820041600756314,3864,AFC Eskilstuna
16,-0.3411937637971482,0.25887682166073445,-0.27805569402254915,0.2245899381330128,0.3386081101200452,0.07820041600756314,4034,Östersunds FK
