id,o,os,d,ds,h,hs,sw_id,name
1,-0.003951190670298182,0.23590703094263138,-0.32895804040639143,0.2198953940500598,0.38620975705524097,0.07582023675620835,1585,Tromsø
2,0.10960431653165947,0.23074687014285958,0.03232006920939224,0.23423992766308796,0.38620975705524097,0.07582023675620835,1586,Odd
3,0.2761106557151498,0.2215427031683451,-0.004100959054424152,0.23516420589506629,0.38620975705524097,0.07582023675620835,1587,Rosenborg
4,-0.024902419524208675,0.23615560474788805,-0.054861188632279755,0.23004200905644726,0.38620975705524097,0.07582023675620835,1588,Vålerenga
5,-0.22878303689792645,0.24699025393877977,0.12643718374321578,0.2389158897880439,0.38620975705524097,0.07582023675620835,1591,Brann
6,-0.21529418598145145,0.24782268461303783,-0.10900462739269359,0.2268775297475052,0.38620975705524097,0.07582023675620835,1592,Lillestrøm
7,-0.061170616664876644,0.23777809241858353,0.1453104199230784,0.2401796837845899,0.38620975705524097,0.07582023675620835,1593,Stabæk
8,0.5683381225300557,0.212831547285508,0.24375578834035214,0.24750614005673804,0.38620975705524097,0.07582023675620835,1594,Molde
9,0.4691260735516343,0.21515447123339662,-0.0900722801961717,0.23254212190292847,0.38620975705524097,0.07582023675620835,1595,Bodø / Glimt
10,0.31396250061557257,0.22189664575627288,-0.028873106935434087,0.23446286272982844,0.38620975705524097,0.07582023675620835,1596,Viking
11,0.03862928413733303,0.23546946811206895,-0.2603116504092532,0.22210997288661985,0.38620975705524097,0.07582023675620835,1607,Strømsgodset
12,0.08455190682851348,0.2323140540405413,0.11188170099026952,0.23871616534755408,0.38620975705524097,0.07582023675620835,1610,Haugesund
13,-0.28820466310916326,0.24803895643860804,0.053784462460317525,0.23568764496594236,0.38620975705524097,0.07582023675620835,2496,Sarpsborg 08
14,0.019412042595424728,0.23500977776400914,0.014201755692330858,0.23382198355203376,0.38620975705524097,0.07582023675620835,7853,Kristiansund
15,-0.08715050683515123,0.24234638032988928,-0.27085076870807673,0.2226947647290709,0.38620975705524097,0.07582023675620835,7856,Ranheim
16,-0.03965222335428874,0.23755053282738814,-0.21765773029931137,0.22437278024415547,0.38620975705524097,0.07582023675620835,7876,Mjøndalen
